Libelle_commune,Annee,Candidats
Brillon-en-Barrois,2007,"['PANCHER', 'VILLEMIN']"
Brillon-en-Barrois,2012,"['PANCHER', 'ANDRE']"
Brimeux,2007,"['LENA', 'FASQUELLE']"
Brimeux,2012,"['LENA', 'FASQUELLE']"
Brimont,2007,"['DAHM', 'THOMAS']"
Brimont,2012,"['ROBINET', 'GHALLAL']"
Brin-sur-Seille,2007,"['HENART', 'KLEIN']"
Brin-sur-Seille,2012,"['HENART', 'KHIROUNI']"
Brinay,2007,"['PAUL', 'FREYTAG', 'SANDRIER', 'THOMAS-RICHARD']"
Brinay,2012,"['PAUL', 'SANSU', 'BOUCOMONT', nan]"
Brinckheim,2012,"['HILLMEYER', ""SCHMIDLIN-BEN M'BAREK""]"
Brindas,2007,"['PERRIN', 'GUILLOTEAU']"
Brindas,2012,"['PERRIN', 'GUILLOTEAU']"
Bringolo,2007,"['BAGUE', 'OGET']"
Bringolo,2012,"['LE HOUEROU', 'GARCIA']"
Brinon-sur-Beuvron,2007,"['PAUL', 'FREYTAG']"
Brinon-sur-Beuvron,2012,"['PAUL', 'BOUCOMONT']"
Brinon-sur-Sauldre,2007,"['FELIX', 'FROMION']"
Brinon-sur-Sauldre,2012,"['BEZOUI', 'FROMION']"
Briod,2012,"['BRULEBOIS', 'PELISSARD']"
Briollay,2007,"['BACHELOT-NARQUIN', 'BELOT']"
Briollay,2012,"['JEANNETEAU', 'BELOT']"
Brion,2007,"['CHANTEGUET', 'POUSSET', 'CLEMENT', 'HERBERT', 'COUILLEROT', 'ROLLAND', 'ANCIAUX', 'CAULLET']"
Brion,2012,"['ABAD', ""MOREL-A-L'HUISSIER"", 'CLEMENT', 'RAMBAUD', 'TAUGOURDEAU', 'BARBIER', 'MARCHAND', 'PANTEL', 'BRUNEAU', 'DELANNOY', 'ANCIAUX', 'ROLLAND', 'EXPOSITO', 'FORISSIER', 'BAUMEL', 'CAULLET']"
Brion,2017,"['PALOMBI', ""MOREL A L'HUISSIER""]"
Brion,2022,"['DESCAVES', ""MOREL A L'HUISSIER""]"
Brion-près-Thouet,2007,"['GRELLIER', 'PAILLE']"
Brion-près-Thouet,2012,"['GRELLIER', 'MOUILLER']"
Brion-sur-Ource,2012,"['MOLINOZ', 'SAUVADET']"
Brionne,2007,"['RECOURS', 'NICOLAS']"
Brionne,2012,"['NICOLAS', 'DESTANS']"
Briord,2007,"['BLANC', 'RIGAUD']"
Briord,2012,"['EXPOSITO', 'ABAD']"
Briosne-lès-Sables,2007,"['LE MENER', 'ROUILLON']"
Briosne-lès-Sables,2012,"['LE MENER', 'ROUILLON']"
Briot,2007,"['HOUSSIN', 'MANCEL']"
Briot,2012,"['HOUSSIN', 'MANCEL']"
Briou,2007,"['LEROY', 'VIDAL']"
Briou,2012,"['GLOANEC MAURIN', 'LEROY']"
Brioude,2007,"['CHAPAVEIRE', 'PRORIOL']"
Brioude,2012,"['CHAPAVEIRE', 'VIGIER']"
Brioux-sur-Boutonne,2007,"['GRIFFAULT', 'BATHO']"
Briouze,2012,"['NURY', 'GOASDOUE']"
Briquemesnil-Floxicourt,2007,"['PEILLON', 'BIGNON']"
Briquemesnil-Floxicourt,2012,"['BUISINE', 'BIGNON']"
Briscous,2007,"['ESPILONDO', 'GRENET']"
Briscous,2012,"['GRENET', 'CAPDEVIELLE']"
Brison-Saint-Innocent,2012,"['DORD', 'CARACO']"
Brissac,2007,"['LECOU', 'MOURE']"
Brissac,2012,"['ROIG', 'LECOU']"
Brissac,2017,"['GAUBERT', 'ELIAOU']"
Brissac,2022,"['ROME', 'BOUQUIN']"
Brissac-Quincé,2012,"['SARAMITO', 'PIRON']"
Brissarthe,2007,"['BACHELOT-NARQUIN', 'BELOT']"
Brissarthe,2012,"['JEANNETEAU', 'BELOT']"
Brissay-Choigny,2012,"['BERTRAND', 'FERREIRA']"
Brissy-Hamégicourt,2012,"['BERTRAND', 'FERREIRA']"
Brive-la-Gaillarde,2007,"['SOULIER', 'NAUCHE']"
Brive-la-Gaillarde,2012,"['COSTE', 'NAUCHE']"
Brives,2007,"['FORISSIER', 'BECHTEL']"
Brives,2012,"['FORISSIER', 'BRUNEAU']"
Brives-Charensac,2012,"['VOCANSON', 'WAUQUIEZ']"
Brives-sur-Charente,2012,"['DUGAS-RAVENEAU', 'BUSSEREAU']"
Brivezac,2007,"['HOLLANDE', 'DECAIE']"
Brivezac,2012,"['COSTE', 'NAUCHE']"
Brix,2007,"['GATIGNOL', 'DRUEZ']"
Brix,2012,"['TRAVERT', 'COUSIN']"
Brixey-aux-Chanoines,2007,"['PANCHER', 'VILLEMIN']"
Brixey-aux-Chanoines,2012,"['PANCHER', 'ANDRE']"
Brizambourg,2007,"['DE ROUX', 'QUERE']"
Brizambourg,2012,"['NEVEU', 'QUERE']"
Brizay,2007,"['NOVELLI', 'LE BRETON']"
Brizay,2012,"['NOVELLI', 'BAUMEL']"
Brizeaux,2007,"['PANCHER', 'VILLEMIN']"
Brizeaux,2012,"['PANCHER', 'ANDRE']"
Brizon,2012,"['SADDIER', 'SAILLET']"
Brières-les-Scellés,2012,"['MARLIN', 'PERIE']"
Brié-et-Angonnes,2007,"['ISSINDOU', 'SAVOUREUX']"
Brié-et-Angonnes,2012,"['VICENTE', 'ISSINDOU']"
Broc,2012,"['MARCHAND', 'TAUGOURDEAU']"
Brocas,2007,"['VIDALIES', 'BERTHELON']"
Brocas,2012,"['VIDALIES', 'DUDON']"
Brochon,2012,"['SUGUENOT', 'CADOUX']"
Brocourt,2007,"['PEILLON', 'BIGNON']"
Brocourt,2012,"['GEST', 'QUIGNON']"
Brocourt-en-Argonne,2007,"['BECQ-VINCI', 'DUMONT']"
Brocourt-en-Argonne,2012,"['LEONARD', 'DUMONT']"
Broglie,2012,"['MORIN', 'MAMMERI']"
Brognard,2007,"['THARIN', 'MOSCOVICI']"
Brognard,2012,"['DEMOUGE', 'MOSCOVICI']"
Brognon,2007,"['POLETTI', 'DELATTE', 'LEDOUX', 'POPARD']"
Brognon,2012,"['POLETTI', 'DELATTE', 'PRIBETICH', 'LEDOUX']"
Broin,2012,"['SUGUENOT', 'CADOUX']"
Broindon,2012,"['SUGUENOT', 'CADOUX']"
Broissia,2012,"['BRULEBOIS', 'PELISSARD']"
Brombos,2007,"['HOUSSIN', 'MANCEL']"
Brombos,2012,"['HOUSSIN', 'MANCEL']"
Bromeilles,2007,"['CANETTE', 'CHARIE']"
Bromeilles,2012,"['CANETTE', 'DUBOIS']"
Brommat,2007,"['CENSI', 'TEYSSEDRE']"
Brommat,2012,"['CENSI', 'BULTEL-HERMENT']"
Brommat,2017,"['CENSI', 'MAZARS']"
Brommat,2022,"['THEBAULT', 'MAZARS']"
Bromont-Lamothe,2007,"['MICHEL', 'SIKORA']"
Bromont-Lamothe,2012,"['MULLER', 'PIRES BEAUNE']"
Bron,2007,"['QUEYRANNE', 'DEBIOL']"
Bron,2012,"['COMPAN', 'GEOFFROY']"
Bronvaux,2007,"['GROSDIDIER', 'TERRIER']"
Bronvaux,2012,"['FILIPPETTI', 'FREYBURGER']"
Broons,2007,"['GAUBERT', 'VASPART']"
Broons,2012,"['VASPART', 'LE DISSEZ']"
Broquiers,2007,"['HOUSSIN', 'MANCEL']"
Broquiers,2012,"['HOUSSIN', 'MANCEL']"
Broquiès,2007,"['MARRE', 'MARC']"
Broquiès,2012,"['FOULQUIER', 'MARC']"
Broquiès,2017,"['AUSTRUY', 'VIALA']"
Broquiès,2022,"['RHIN', 'ROUSSET']"
Brossac,2007,"['REYNAUD', 'MOUHOT']"
Brossac,2012,"['SAUVAITRE', 'REYNAUD']"
Brossainc,2007,"['WEBER', 'DUSSOPT']"
Brossainc,2012,"['DARNAUD', 'DUSSOPT']"
Brossay,2012,"['SARAMITO', 'PIRON']"
Brosses,2007,"['ROLLAND', 'CAULLET']"
Brosses,2012,"['ROLLAND', 'CAULLET']"
Brosville,2007,"['RECOURS', 'NICOLAS']"
Brosville,2012,"['NICOLAS', 'DESTANS']"
Brotte-lès-Luxeuil,2012,"['RAISON', 'VILLAUME']"
Brotte-lès-Ray,2012,"['CHRETIEN', 'CHAUVELOT-DUBAN']"
Brou-sur-Chantereine,2007,"['BREHIER', 'ALBARELLO']"
Brou-sur-Chantereine,2012,"['BREHIER', 'THOMAS']"
Brouains,2007,"['BAS', 'HUET']"
Brouains,2012,"['SAURE', 'HUET']"
Broualan,2007,"['COUANAU', 'THOMAS']"
Broualan,2012,"['BENOIT', 'FEUVRIER']"
Brouay,2007,"['LE BRETHON', 'DURON']"
Brouay,2012,"['BRUNEAU', 'DURON']"
Brouchaud,2007,"['BOUSQUET', 'PEIRO']"
Brouchy,2007,"['KUMM', 'DEMILLY']"
Brouchy,2012,"['KUMM', 'DEMILLY']"
Brouck,2012,"['WOJCIECHOWSKI', 'ZANETTI']"
Brouckerque,2012,"['SCHEPMAN', 'DECOOL']"
Brouderdorff,2012,"['SCHAFF', 'MARTY']"
Brouennes,2007,"['BECQ-VINCI', 'DUMONT']"
Brouennes,2012,"['LEONARD', 'DUMONT']"
Brouilla,2007,"['AYLAGAS', 'IRLES']"
Brouilla,2012,"['AYLAGAS', 'IRLES']"
Brouilla,2017,"['CAZENOVE', 'MASSANELL']"
Brouilla,2022,"['CAZENOVE', 'MARTINEZ']"
Brouillet,2007,"['VAUTRIN', 'HAZAN']"
Brouillet,2012,"['VAUTRIN-PENNAFORTE', 'QUENARD']"
Brouqueyran,2007,"['FAURE', 'DUBOURG']"
Brouqueyran,2012,"['FAURE', ""D'AMECOURT""]"
Brousse,2007,"['COLLANGE', 'SARRE', 'DELANNOY', 'AUCLAIR', 'CHASSAIGNE', 'CARAYON']"
Brousse,2012,"['VERGNIER', 'COSTILHES', 'GOURJADE', 'CHASSAIGNE', 'AUCLAIR', 'CARAYON']"
Brousse,2017,"['TERLIER', 'CARAYON']"
Brousse,2022,"['TERLIER', 'LASSALLE']"
Brousse-le-Château,2007,"['MARRE', 'MARC']"
Brousse-le-Château,2012,"['FOULQUIER', 'MARC']"
Brousse-le-Château,2017,"['AUSTRUY', 'VIALA']"
Brousse-le-Château,2022,"['RHIN', 'ROUSSET']"
Brousses-et-Villaret,2007,"['SALVIGNOL', 'DUPRE']"
Brousses-et-Villaret,2012,"['DUPRE', 'BRESSON']"
Brousses-et-Villaret,2017,"['ROBERT', 'VIOLA']"
Brousses-et-Villaret,2022,"['ADDA--NETTER', 'RANCOULE']"
Brousseval,2012,"['CORNUT-GENTILLE', 'MAILLOT']"
Broussey-Raulecourt,2007,"['PANCHER', 'VILLEMIN']"
Broussey-Raulecourt,2012,"['PANCHER', 'ANDRE']"
Broussey-en-Blois,2007,"['PANCHER', 'VILLEMIN']"
Broussey-en-Blois,2012,"['PANCHER', 'ANDRE']"
Broussy-le-Grand,2012,"['DE COURSON', 'DOREMUS']"
Broussy-le-Petit,2012,"['DE COURSON', 'DOREMUS']"
Brouvelieures,2007,"['PIERRET', 'CHERPION']"
Brouvelieures,2012,"['LANG', 'CHERPION']"
Brouville,2007,"['DEMONET', 'LAMBLIN']"
Brouville,2012,"['LAMBLIN', 'HOUCHARD']"
Brouviller,2012,"['SCHAFF', 'MARTY']"
Brouy,2012,"['MARLIN', 'PERIE']"
Brouzet-lès-Alès,2007,"['MALAVIEILLE', 'ROUSTAN']"
Brouzet-lès-Alès,2012,"['VERDIER', 'ROUSTAN']"
Brouzet-lès-Alès,2017,"['ROULLAUD', 'CHAPELIER']"
Brouzet-lès-Alès,2022,"['MEURIN', 'BORD']"
Brouzet-lès-Quissac,2007,"['RUAS', 'DUMAS']"
Brouzet-lès-Quissac,2012,"['VERGNES', 'DUMAS']"
Brouzet-lès-Quissac,2017,"['DE VIDO', 'GAILLARD']"
Brouzet-lès-Quissac,2022,"['SALA', 'LAUNAY']"
Broué,2007,"['HAMEL', 'HESSEL']"
Broué,2012,"['MARLEIX', 'BOULLAIS']"
Broxeele,2012,"['SCHEPMAN', 'DECOOL']"
Broye,2007,"['COUILLEROT', 'ANCIAUX']"
Broye,2012,"['BAUMEL', 'ANCIAUX']"
Broye-Aubigney-Montseugny,2012,"['CHRETIEN', 'CHAUVELOT-DUBAN']"
Broye-les-Loups-et-Verfontaine,2012,"['CHRETIEN', 'CHAUVELOT-DUBAN']"
Broyes,2007,"['ROME', 'DASSAULT']"
Broyes,2012,"['DE COURSON', 'LEJEUNE', 'DASSAULT', 'DOREMUS']"
Broze,2007,"['CARCENAC', 'REVEILLON']"
Broze,2012,"['VALAX', 'BOUTONNET']"
Broze,2017,"['ALBARAO', 'VERDIER-JOUCLAS']"
Broze,2022,"['VERDIER-JOUCLAS', 'ERODI']"
Broût-Vernet,2007,"['MALHURET', 'CHARASSE']"
Broût-Vernet,2012,"['MALHURET', 'CHARASSE']"
Bruailles,2007,"['MONTEBOURG', 'DANJEAN']"
Bruailles,2012,"['DANJEAN', 'UNTERMAIER']"
Bruay-la-Buissière,2007,"['JANQUIN', 'MOREL']"
Bruay-la-Buissière,2012,"['JANQUIN', 'LAMARE']"
Bruay-sur-l'Escaut,2007,"['BOCQUET', 'GARCIA']"
Bruay-sur-l'Escaut,2012,"['BOCQUET', 'BETEGNIES']"
Bruc-sur-Aff,2007,"['AUBIN', 'MARSAC']"
Bruc-sur-Aff,2012,"['MARSAC', 'JULAUD']"
Brucamps,2007,"['HART', 'MATHON']"
Brucamps,2012,"['BOISTARD', 'DECAYEUX']"
Bruch,2007,"['DEZALOS', 'DIONIS DU SEJOUR']"
Bruch,2012,"['LOUSTEAU', 'DIONIS DU SEJOUR']"
Brucheville,2007,"['GATIGNOL', 'DRUEZ']"
Brucheville,2012,"['GOSSELIN', 'LE COZ']"
Brucourt,2012,"['AMELINE', 'LE MARREC']"
Brue-Auriac,2012,"['AUDIBERT-TROIN', 'CLAP']"
Bruebach,2007,"['GROSSKOST', 'FREYBURGER']"
Bruebach,2012,"['GROSSKOST', 'FREYBURGER']"
Brueil-en-Vexin,2007,"['DESCAMPS CROSNIER', 'BEDIER']"
Brueil-en-Vexin,2012,"['DUMOULIN', 'DESCAMPS-CROSNIER']"
Brugairolles,2007,"['SALVIGNOL', 'DUPRE']"
Brugairolles,2012,"['DUPRE', 'BRESSON']"
Brugairolles,2017,"['ROBERT', 'VIOLA']"
Brugairolles,2022,"['ADDA--NETTER', 'RANCOULE']"
Bruges,2007,"['DESAIGUES', 'BOURRAGUE']"
Bruges,2012,"['BOURRAGUE', 'DOUCET']"
Bruges-Capbis-Mifaget,2007,"['CABANNE', 'BAYROU']"
Bruges-Capbis-Mifaget,2012,"['CHABANNE', 'BAYROU']"
Brugheas,2007,"['MALHURET', 'CHARASSE']"
Brugheas,2012,"['MALHURET', 'CHARASSE']"
Brugnac,2007,"['DIEFENBACHER', 'GOUZES']"
Brugnac,2012,"['DIEFENBACHER', 'FEKL']"
Brugnens,2007,"['DUBRAC', 'BIEMOURET']"
Brugnens,2012,"['DUBRAC', 'BIEMOURET']"
Brugnens,2017,"['SOCCIO', 'BIÉMOURET']"
Brugnens,2022,"['BOURCIER', 'TAUPIAC']"
Brugny-Vaudancourt,2012,"['DE COURSON', 'DOREMUS']"
Bruguières,2007,"['CARNEIRO', 'IMBERT']"
Bruguières,2012,"['CARNEIRO', 'IMBERT']"
Bruguières,2017,"['PORTARRIEU', 'LEONARDELLI']"
Bruguières,2022,"['ESPAGNOLLE', 'PORTARRIEU']"
Bruille-Saint-Amand,2007,"['BOCQUET', 'GARCIA']"
Bruille-Saint-Amand,2012,"['BOCQUET', 'BETEGNIES']"
Bruille-lez-Marchiennes,2007,"['DERAIN', 'CANDELIER']"
Bruille-lez-Marchiennes,2012,"[nan, 'CANDELIER']"
Bruis,2007,"['MARTINEZ', 'BERGER']"
Bruis,2012,"['COINTE', 'BERGER']"
Brulange,2012,"['SCHAFF', 'MARTY']"
Bruley,2007,"['MORANO', 'PILOT']"
Bruley,2012,"['POTIER', 'MORANO']"
Brullemail,2007,"['DENIAUD', 'PUEYO']"
Brullemail,2012,"['DENIAUD', 'PUEYO']"
Brullioles,2007,"['PERRIN', 'GUILLOTEAU']"
Brullioles,2012,"['PERRIN', 'GUILLOTEAU']"
Brumath,2012,"['STURNI', 'THOMAS']"
Brumetz,2007,"['JOURDAIN', 'VASSEUR']"
Brumetz,2012,"['VASSEUR', 'KRABAL']"
Brunehamel,2007,"['DOSIERE', 'BLANCHARD-DOUCHAIN']"
Brunehamel,2012,"['DOSIERE', 'KARIMET']"
Brunelles,2007,"['de LA RAUDIERE', 'HUWART']"
Brunelles,2012,"['HUWART', 'DE LA RAUDIERE']"
Brunembert,2007,"['MAGNIER', 'LEROY']"
Brunembert,2012,"['BOURGUIGNON', 'WACHEUX']"
Brunet,2007,"['BARREILLE', 'BIANCO']"
Brunet,2012,"['BARREILLE', 'SAUVAN']"
Bruniquel,2007,"['GARRIGUES', 'BAREGES']"
Bruniquel,2012,"['RABAULT', 'BAREGES']"
Bruniquel,2017,"['MARDEGAN', 'RABAULT']"
Bruniquel,2022,"['POMA', 'RABAULT']"
Brunoy,2012,"['DUPONT-AIGNAN', 'BRISTOT']"
Brunstatt,2007,"['GROSSKOST', 'FREYBURGER']"
Brunstatt,2012,"['GROSSKOST', 'FREYBURGER']"
Brunville,2007,"['HUREL', 'BAZIN']"
Brunville,2012,"['LEJEUNE', 'HUREL']"
Brunvillers-la-Motte,2007,"['ROME', 'DASSAULT']"
Brunvillers-la-Motte,2012,"['LEJEUNE', 'DASSAULT']"
Brunémont,2007,"['DOLEZ', 'PROUVOST']"
Brunémont,2012,"[nan, 'DOLEZ']"
Brusque,2007,"['MARRE', 'MARC']"
Brusque,2012,"['FOULQUIER', 'MARC']"
Brusque,2017,"['AUSTRUY', 'VIALA']"
Brusque,2022,"['RHIN', 'ROUSSET']"
Brussey,2012,"['CHRETIEN', 'CHAUVELOT-DUBAN']"
Brussieu,2007,"['PERRIN', 'GUILLOTEAU']"
Brussieu,2012,"['PERRIN', 'GUILLOTEAU']"
Brusson,2012,"['DE COURSON', 'DOREMUS']"
Brusvily,2007,"['GAUBERT', 'VASPART']"
Brusvily,2012,"['VASPART', 'LE DISSEZ']"
Brutelles,2007,"['PEILLON', 'BIGNON']"
Brutelles,2012,"['BUISINE', 'BIGNON']"
Bruville,2007,"['GIROUX', 'LE DEAUT']"
Bruville,2012,"['PIZELLE', 'LE DEAUT']"
Brux,2007,"['HERBERT', 'CLEMENT']"
Brux,2012,"['DELANNOY', 'CLEMENT']"
Bruys,2007,"['JOURDAIN', 'VASSEUR']"
Bruys,2012,"['VASSEUR', 'KRABAL']"
Bruyères,2007,"['PIERRET', 'CHERPION']"
Bruyères,2012,"['LANG', 'CHERPION']"
Bruyères-et-Montbérault,2007,"['DOSIERE', 'BLANCHARD-DOUCHAIN']"
Bruyères-et-Montbérault,2012,"['DOSIERE', 'KARIMET']"
Bruyères-le-Châtel,2007,"['ZINS', 'COLOT']"
Bruyères-le-Châtel,2012,"['THOMAS', 'KOSCIUSKO-MORIZET']"
Bruyères-sur-Fère,2007,"['JOURDAIN', 'VASSEUR']"
Bruyères-sur-Fère,2012,"['VASSEUR', 'KRABAL']"
Bruyères-sur-Oise,2007,"['DROLON', 'HOUILLON']"
Bruyères-sur-Oise,2012,"['GRUNDLER', 'HOUILLON']"
Bruz,2007,"['AUBIN', 'MARSAC']"
Bruz,2012,"['CHAPDELAINE', 'LE BLOND']"
Bruère-Allichamps,2007,"['GALUT', 'COSYNS']"
Bruère-Allichamps,2012,"['GALUT', 'COSYNS']"
Bry,2007,"['LESNE', 'BATAILLE']"
Bry,2012,"['LEVEQUE', 'BATAILLE']"
Bry-sur-Marne,2007,"['ADENOT', 'CARREZ']"
Bry-sur-Marne,2012,"['ADOMO', 'CARREZ']"
Brèches,2007,"['ROIRON', 'BRIAND']"
Brèches,2012,"['ROIRON', 'BRIAND']"
Brères,2007,"['BRANGET', 'ROMAGNAN']"
Brères,2012,"['BRANGET', 'ROMAGNAN']"
Brèves,2007,"['PAUL', 'FREYTAG']"
Brèves,2012,"['PAUL', 'BOUCOMONT']"
Bréal-sous-Montfort,2007,"['AUBIN', 'MARSAC']"
Bréal-sous-Montfort,2012,"['MARSAC', 'JULAUD']"
Bréal-sous-Vitré,2012,"['LORAY', 'LE CALLENNEC']"
Bréançon,2007,"['DROLON', 'HOUILLON']"
Bréançon,2012,"['GRUNDLER', 'HOUILLON']"
Bréau,2007,"['HEUCLIN', 'GEOFFROY']"
Bréau,2012,"['JEGO', 'INGHELBRECHT']"
Bréau-Mars,2022,"['SALA', 'LAUNAY']"
Bréau-et-Salagosse,2007,"['RUAS', 'DUMAS']"
Bréau-et-Salagosse,2012,"['VERGNES', 'DUMAS']"
Bréau-et-Salagosse,2017,"['DE VIDO', 'GAILLARD']"
Bréauté,2007,"['GRELIER', 'FIDELIN']"
Bréauté,2012,"['GRELIER', 'FIDELIN']"
Bréban,2012,"['DE COURSON', 'DOREMUS']"
Brécey,2007,"['BAS', 'HUET']"
Brécey,2012,"['SAURE', 'HUET']"
Bréchamps,2007,"['GORGES', 'VALLET']"
Bréchamps,2012,"['LEBON', 'GORGES']"
Brécy,2007,"['JOURDAIN', 'FELIX', 'VASSEUR', 'FROMION']"
Brécy,2012,"['BEZOUI', 'VASSEUR', 'FROMION', 'KRABAL']"
Brécé,2012,"['LORAY', 'LE CALLENNEC']"
Brée,2007,"['GAROT', ""D'AUBERT""]"
Brée,2012,"['SOULTANI-VIGNERON', 'GAROT']"
Bréel,2012,"['NURY', 'GOASDOUE']"
Brégnier-Cordon,2007,"['BLANC', 'RIGAUD']"
Brégnier-Cordon,2012,"['BLANC', 'FOGNINI']"
Brégy,2012,"['CANON', 'WOERTH']"
Bréhain,2012,"['SCHAFF', 'MARTY']"
Bréhain-la-Ville,2007,"['ECKERT', 'JACQUE']"
Bréhain-la-Ville,2012,"['ECKERT', 'MANGEOT']"
Bréhal,2007,"['JOURDAIN MENNINGER', 'COUSIN']"
Bréhal,2012,"['TRAVERT', 'COUSIN']"
Bréhan,2007,"['LE ROCH', 'LORGEOUX']"
Bréhan,2012,"['LE ROCH', 'BLEUNVEN']"
Bréhand,2007,"['LE FUR', 'CAURET']"
Bréhand,2012,"['LE FUR', 'CAURET']"
Bréhémont,2007,"['NOVELLI', 'LE BRETON']"
Bréhémont,2012,"['NOVELLI', 'BAUMEL']"
Bréhéville,2007,"['BECQ-VINCI', 'DUMONT']"
Bréhéville,2012,"['LEONARD', 'DUMONT']"
Brélidy,2007,"['FURET', 'ERHEL']"
Brélidy,2012,"[""LEC'HVIEN"", 'ERHEL']"
Brélès,2007,"['LAMOUR', 'CUILLANDRE']"
Brélès,2012,"['LAMOUR', 'BLEUNVEN']"
Brémoncourt,2007,"['DEMONET', 'LAMBLIN']"
Brémoncourt,2012,"['LAMBLIN', 'HOUCHARD']"
Brémontier-Merval,2012,"['MOINET', 'GUEGOT']"
Brémoy,2007,"['TOURRET', 'COUSIN']"
Brémoy,2012,"['TOURRET', 'COUSIN']"
Brémur-et-Vaurois,2012,"['MOLINOZ', 'SAUVADET']"
Bréménil,2007,"['DEMONET', 'LAMBLIN']"
Bréménil,2012,"['LAMBLIN', 'HOUCHARD']"
Brénaz,2007,"['BLANC', 'RIGAUD']"
Brénaz,2012,"['EXPOSITO', 'ABAD']"
Brénod,2007,"['BLANC', 'RIGAUD']"
Brénod,2012,"['EXPOSITO', 'ABAD']"
Bréry,2012,"['BRULEBOIS', 'PELISSARD']"
Brétigny,2007,"['CARVALHO', 'RECOURS', 'NICOLAS', 'GONNOT']"
Brétigny,2012,"['CARVALHO', 'GONNOT', 'NICOLAS', 'DESTANS']"
Brétigny-sur-Orge,2007,"['ZINS', 'COLOT']"
Brétigny-sur-Orge,2012,"['POUZOL', 'COLOT']"
Brévainville,2007,"['LEROY', 'VIDAL']"
Brévainville,2012,"['GLOANEC MAURIN', 'LEROY']"
Bréval,2012,"['SATOURI', 'TETART']"
Brévands,2007,"['GOSSELIN', 'DESCHAMPS']"
Brévands,2012,"['GOSSELIN', 'LE COZ']"
Bréviandes,2007,"['AYADI', 'MATHIS']"
Bréviandes,2012,"['MATHIS', 'FOURNIER']"
Bréville,2007,"['REYNAUD', 'MOUHOT']"
Bréville,2012,"['SAUVAITRE', 'REYNAUD']"
Bréville-les-Monts,2012,"['AMELINE', 'LE MARREC']"
Bréville-sur-Mer,2007,"['JOURDAIN MENNINGER', 'COUSIN']"
Bréville-sur-Mer,2012,"['TRAVERT', 'COUSIN']"
Brévillers,2007,"['HART', 'MATHON', 'LENA', 'FASQUELLE']"
Brévillers,2012,"['GEST', 'FASQUELLE', 'LENA', 'QUIGNON']"
Brévonnes,2007,"['BRET', 'DHUICQ']"
Brévonnes,2012,"['GAUDOT', 'DHUICQ']"
Bréxent-Enocq,2007,"['LENA', 'FASQUELLE']"
Bréxent-Enocq,2012,"['LENA', 'FASQUELLE']"
Bréziers,2007,"['MARTINEZ', 'BERGER']"
Bréziers,2012,"['GIRAUD', 'EYMEOUD']"
Brézilhac,2007,"['SALVIGNOL', 'DUPRE']"
Brézilhac,2012,"['DUPRE', 'BRESSON']"
Brézilhac,2017,"['ROBERT', 'VIOLA']"
Brézilhac,2022,"['ADDA--NETTER', 'RANCOULE']"
Brézins,2012,"['RAMBAUD', 'BARBIER']"
Brézé,2012,"['SARAMITO', 'PIRON']"
Brêmes,2007,"['BOUCHART', 'COCQUEMPOT']"
Brêmes,2012,"['BOURGUIGNON', 'WACHEUX']"
Brû,2012,"['HUGUENOT', 'HEINRICH']"
Brûlain,2007,"['GAILLARD', 'ROUILLE']"
Brûlain,2012,"['GAILLARD', 'BALOGE']"
Brûlon,2012,"['LE FOLL', 'JOULAUD']"
Buais,2007,"['BAS', 'HUET']"
Buais,2012,"['SAURE', 'HUET']"
Buanes,2007,"['EMMANUELLI', 'TAUZIN']"
Bubertré,2012,"['EL MANAA', 'LOUWAGIE']"
Bubry,2007,"['LE NAY', 'BAGEOT']"
Bubry,2012,"['NOGUES', 'LE NAY']"
Buc,2007,"['ZUMKELLER', 'CHEVÈNEMENT']"
Buc,2012,"['PECRESSE', 'BUTZBACH', 'ZUMKELLER', 'LOLLIOZ']"
Bucamps,2007,"['ROME', 'DASSAULT']"
Bucamps,2012,"['LEJEUNE', 'DASSAULT']"
Bucey-en-Othe,2007,"['AYADI', 'MATHIS']"
Bucey-en-Othe,2012,"['MATHIS', 'FOURNIER']"
Bucey-lès-Gy,2012,"['CHRETIEN', 'CHAUVELOT-DUBAN']"
Bucey-lès-Traves,2012,"['CHRETIEN', 'CHAUVELOT-DUBAN']"
Buchelay,2007,"['DESCAMPS CROSNIER', 'BEDIER']"
Buchelay,2012,"['DUMOULIN', 'DESCAMPS-CROSNIER']"
Buchy,2007,"['JACQUAT', 'GANSOINAT-RAVAINE']"
Buchy,2012,"['TOULOUZE', 'GUEGOT', 'MOINET', 'JACQUAT']"
Buchères,2007,"['AYADI', 'MATHIS']"
Buchères,2012,"['MATHIS', 'FOURNIER']"
Bucilly,2007,"['MEURA', 'BALLIGAND']"
Bucilly,2012,"['MEURA', 'BRICOUT']"
Bucquoy,2007,"['RAPENEAU', 'MAQUET']"
Bucquoy,2012,"['COTTEL', 'PETIT']"
Bucy-Saint-Liphard,2007,"['CHAILLOU', 'GROUARD']"
Bucy-Saint-Liphard,2012,"['CHAILLOU', 'GROUARD']"
Bucy-le-Long,2007,"['JOURDAIN', 'VASSEUR']"
Bucy-le-Long,2012,"['VASSEUR', 'KRABAL']"
Bucy-le-Roi,2007,"['CHAILLOU', 'GROUARD']"
Bucy-le-Roi,2012,"['CHAILLOU', 'GROUARD']"
Bucy-lès-Cerny,2007,"['DOSIERE', 'BLANCHARD-DOUCHAIN']"
